Hora de inicio,Número de ordeño,Duración (mm:ss),Producción (kg),Intervalo de ordeño (hh:mm),Duracion de Incremento,Duracion de Decremento,Tiempo de Incremento,Tiempo de Decremento,Ubre,Pezón,Destino Leche,Razón de la desviación,Programa de lavado,MS,Usuario,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario,Num Lactacion
22/05/2025 23:37,3,05:39,16.27,08:41,2.63,3.26,5.46,4.92,0,,Tanque,,,VMS 1,,,,,,,
23/05/2025 05:58,1,05:45,15.08,06:15,2.22,3,5.31,4.55,0,,Tanque,,,VMS 1,,,,,,,
23/05/2025 14:24,2,07:52,19.09,08:20,2.94,3.75,6.86,5.54,0,,Tanque,,,VMS 1,,,,,,,
24/05/2025 02:27,1,08:09,24.87,11:55,3.65,5.1,8.25,7.87,0,,Tanque,,,VMS 1,,,,,,,
24/05/2025 12:37,2,06:46,20.63,10:01,3.45,4.07,7.06,6.05,0,,Tanque,,,VMS 1,,,,,,,
24/05/2025 18:02,3,04:41,10.47,05:18,1.69,1.99,3.74,3.05,0,,Tanque,,,VMS 1,,,,,,,
25/05/2025 02:53,1,07:01,19.57,08:46,2.91,3.79,6.8,6.07,0,,Tanque,,,VMS 1,,,,,,,
25/05/2025 15:51,2,08:03,25.73,12:50,4.2,4.35,9.15,8.03,0,,Tanque,,,VMS 1,,,,,,,
26/05/2025 01:32,1,07:32,19.6,09:32,3.1,3.47,7.09,5.94,0,,Tanque,,,VMS 1,,,,,,,
26/05/2025 08:19,2,05:58,14.11,06:39,2.26,2.92,4.55,4.38,0,,Tanque,,,VMS 1,,,,,,,
26/05/2025 15:47,3,08:31,11.31,07:22,2.45,3.13,5.73,0,0,,Tanque,,,VMS 1,,,,,,,
26/05/2025 19:58,4,06:33,12.17,04:02,1.34,1.6,2.68,6.55,0,,Tanque,,,VMS 1,,,,,,,
27/05/2025 02:25,1,06:05,12.08,06:20,1.78,2.17,4.54,3.59,0,,Tanque,,,VMS 1,,,,,,,
27/05/2025 11:08,2,06:23,18.48,08:36,3.01,3.75,6.31,5.41,0,,Tanque,,,VMS 1,,,,,,,
27/05/2025 23:24,3,07:46,24.24,12:09,3.73,4.93,8.71,6.87,0,,Tanque,,,VMS 1,,,,,,,
28/05/2025 05:44,1,05:34,12.23,06:12,2.1,2.17,4.26,3.7,0,,Tanque,,,VMS 1,,,,,,,
28/05/2025 12:10,2,05:06,12.47,06:20,1.98,2.36,4.3,3.83,0,,Tanque,,,VMS 1,,,,,,,
28/05/2025 19:57,3,05:34,13.85,07:41,2.14,2.6,4.99,4.12,0,,Tanque,,,VMS 1,,,,,,,
29/05/2025 01:09,1,05:43,10.06,05:06,1.65,1.97,3.4,3.04,0,,Tanque,,,VMS 1,,,,,,,
29/05/2025 09:48,2,06:02,17.4,08:33,2.69,3.42,5.97,5.32,0,,Tanque,,,VMS 1,,,,,,,
29/05/2025 18:02,3,06:07,15.69,08:07,2.42,2.95,5.62,4.7,0,,Tanque,,,VMS 1,,,,,,,
30/05/2025 02:52,1,06:18,16.75,08:44,2.6,3.25,5.66,5.24,0,,Tanque,,,VMS 1,,,,,,,
30/05/2025 16:52,2,07:49,25.96,13:52,4.13,4.84,8.62,8.37,0,,Tanque,,,VMS 1,,,,,,,
31/05/2025 03:19,1,05:06,17.58,10:19,2.82,3.61,6.03,5.12,0,,Tanque,,,VMS 1,,,,,,,
31/05/2025 14:15,2,07:54,24.14,10:50,3.79,4.58,8.41,7.36,0,,Tanque,,,VMS 1,,,,,,,
01/06/2025 00:51,1,06:43,18.92,10:28,2.95,3.72,6.5,5.75,0,,Tanque,,,VMS 1,,,,,,,
01/06/2025 09:04,2,06:23,17.68,08:06,2.75,3.39,6.3,5.24,0,,Tanque,,,VMS 1,,,,,,,
01/06/2025 15:21,3,05:52,13.68,06:10,2.22,2.64,4.83,3.99,0,,Tanque,,,VMS 1,,,,,,,
02/06/2025 00:05,1,06:04,17.81,08:38,2.62,3.41,6.42,5.36,0,,Tanque,,,VMS 1,,,,,,,
02/06/2025 10:05,2,06:51,20.54,09:53,3.19,4.14,7.31,5.9,0,,Tanque,,,VMS 1,,,,,,,
02/06/2025 16:38,3,05:17,13.18,06:25,1.88,2.61,4.57,4.12,0,,Tanque,,,VMS 1,,,,,,,
02/06/2025 22:41,4,04:58,11.43,05:58,1.75,2.17,3.99,3.52,0,,Tanque,,,VMS 1,,,,,,,
03/06/2025 07:08,1,06:13,16.89,08:21,2.49,3.52,5.71,5.17,0,,Tanque,,,VMS 1,,,,,,,
03/06/2025 17:32,2,06:45,19.41,10:17,2.94,3.72,7.09,5.66,0,,Tanque,,,VMS 1,,,,,,,
04/06/2025 00:24,1,05:21,11.7,06:45,1.91,2.19,4.14,3.46,0,,Tanque,,,VMS 1,,,,,,,
04/06/2025 10:05,2,07:48,20.87,09:35,3.35,3.93,7.46,6.13,0,,Tanque,,,VMS 1,,,,,,,
04/06/2025 18:49,3,05:36,14.42,08:36,2.2,2.63,5.25,4.34,0,,Tanque,,,VMS 1,,,,,,,
05/06/2025 01:26,1,05:41,10.83,06:31,2.08,2.39,4.61,1.75,0,,Tanque,,,VMS 1,,,,,,,
05/06/2025 07:14,2,08:23,13.05,05:41,1.73,2.08,4.41,4.83,0,,Tanque,,,VMS 1,,,,,,,
05/06/2025 15:26,3,05:47,16.38,08:03,2.34,3.23,5.52,5.29,0,,Tanque,,,VMS 1,,,,,,,
05/06/2025 23:24,4,05:45,12.86,07:52,1.98,2.29,4.8,3.79,0,,Tanque,,,VMS 1,,,,,,,
06/06/2025 06:13,1,05:10,13.45,06:42,1.87,2.85,4.7,4.03,0,,Tanque,,,VMS 1,,,,,,,
06/06/2025 11:26,2,04:39,10.63,05:07,1.73,1.99,3.74,3.17,0,,Tanque,,,VMS 1,,,,,,,
07/06/2025 02:54,1,08:40,26.68,15:23,4.21,4.51,9.84,8.12,0,,Tanque,,,VMS 1,,,,,,,
07/06/2025 10:11,2,05:48,15.72,07:08,2.84,2.91,5.47,4.5,1,,Tanque,,,VMS 1,,,,,,,
07/06/2025 18:52,3,06:38,17.28,08:34,2.67,3.17,6.41,5.03,0,,Tanque,,,VMS 1,,,,,,,
08/06/2025 00:55,1,04:57,9.46,05:56,1.52,2.01,3.38,2.55,0,,Tanque,,,VMS 1,,,,,,,
08/06/2025 10:39,2,06:54,19.24,09:39,2.6,4,6.57,6.07,0,,Tanque,,,VMS 1,,,,,,,
09/06/2025 01:10,1,08:38,25.47,14:23,3.71,4.61,9.43,7.72,0,,Tanque,,,VMS 1,,,,,,,
09/06/2025 09:48,2,06:12,16.74,08:29,2.58,3.42,5.72,5.02,1,,Tanque,,,VMS 1,,,,,,,
09/06/2025 17:50,3,05:55,15.98,07:55,2.39,3.26,5.72,4.61,0,,Tanque,,,VMS 1,,,,,,,
09/06/2025 23:40,4,05:11,11.63,05:44,1.8,2.17,4.18,3.48,0,,Tanque,,,VMS 1,,,,,,,
10/06/2025 08:47,1,06:08,17.84,09:02,2.46,3.78,6.21,5.39,0,,Tanque,,,VMS 1,,,,,,,
10/06/2025 16:13,2,05:34,13.38,07:19,2.03,2.5,4.88,3.97,1,,Tanque,,,VMS 1,,,,,,,
10/06/2025 22:40,3,05:20,12.38,06:21,2.01,2.4,4.26,3.71,0,,Tanque,,,VMS 1,,,,,,,
11/06/2025 05:29,1,05:31,12.6,06:44,1.93,2.45,4.52,3.7,0,,Tanque,,,VMS 1,,,,,,,
11/06/2025 11:35,2,05:00,11.76,06:00,1.77,2.29,4.23,3.47,0,,Tanque,,,VMS 1,,,,,,,
11/06/2025 21:34,3,06:55,17.86,09:53,2.64,3.63,6.28,5.31,0,,Tanque,,,VMS 1,,,,,,,
12/06/2025 02:43,1,04:43,10.17,05:01,1.57,2.03,3.67,2.9,0,,Tanque,,,VMS 1,,,,,,,
12/06/2025 10:12,2,05:59,15.88,07:24,2.37,3.22,5.49,4.8,0,,Tanque,,,VMS 1,,,,,,,
12/06/2025 16:27,3,05:02,11.77,06:09,1.85,2.29,4.15,3.48,0,,Tanque,,,VMS 1,,,,,,,
12/06/2025 23:58,1,05:36,13.66,07:26,2.11,2.61,4.8,4.14,0,,Tanque,,,VMS 1,,,,,,,
13/06/2025 12:26,2,07:27,24.47,12:21,3.9,4.52,8.67,7.38,1,,Tanque,,,VMS 1,,,,,,,
13/06/2025 21:59,3,05:55,17.76,09:26,2.81,3.47,6.22,5.26,0,,Tanque,,,VMS 1,,,,,,,
14/06/2025 05:11,1,06:07,15.26,07:05,2.14,3.13,5.43,4.56,0,,Tanque,,,VMS 1,,,,,,,
14/06/2025 14:36,2,06:41,17.23,09:19,2.57,3.18,6.21,5.27,0,,Tanque,,,VMS 1,,,,,,,
15/06/2025 00:11,1,06:07,17.29,09:28,2.81,3.21,6.08,5.19,0,,Tanque,,,VMS 1,,,,,,,
15/06/2025 10:38,2,06:53,21.33,10:20,3.28,4.3,7.35,6.4,0,,Tanque,,,VMS 1,,,,,,,
15/06/2025 20:10,3,06:42,17.62,09:24,2.86,3.32,6.23,5.21,0,,Tanque,,,VMS 1,,,,,,,
16/06/2025 02:17,1,04:49,11.48,06:00,1.86,2.09,4.15,3.38,0,,Tanque,,,VMS 1,,,,,,,
16/06/2025 15:52,2,07:55,25.89,13:30,3.84,5.33,9.13,7.59,0,,Tanque,,,VMS 1,,,,,,,
17/06/2025 02:19,1,06:30,19.44,10:19,2.93,3.89,6.72,5.9,1,,Tanque,,,VMS 1,,,,,,,
17/06/2025 11:31,2,06:50,19.1,09:05,3,3.6,6.82,5.68,0,,Tanque,,,VMS 1,,,,,,,
17/06/2025 18:27,3,05:19,12.27,06:48,1.98,2.15,4.62,3.52,0,,Tanque,,,VMS 1,,,,,,,
18/06/2025 00:48,1,05:18,13.05,06:15,2.11,2.55,4.58,3.81,0,,Tanque,,,VMS 1,,,,,,,
18/06/2025 08:39,2,06:13,15.58,07:45,2.31,2.98,5.79,4.5,0,,Tanque,,,VMS 1,,,,,,,
18/06/2025 15:22,3,05:18,12.84,06:37,2.08,2.43,4.64,3.69,0,,Tanque,,,VMS 1,,,,,,,
01/01/2025 02:40,1,09:00,23.87,10:31,5.86,5.59,5.53,6.89,0,,Tanque,,,VMS 2,,,,,,,
01/01/2025 09:50,2,06:22,16.67,07:00,4.19,3.97,3.87,4.64,0,,Tanque,,,VMS 2,,,,,,,
01/01/2025 16:53,3,06:10,14.73,06:56,3.7,3.68,3.55,3.8,0,,Tanque,,,VMS 2,,,,,,,
02/01/2025 02:41,1,08:36,21.1,09:41,5.18,4.78,5,6.14,0,,Tanque,,,VMS 2,,,,,,,
02/01/2025 07:32,2,05:31,13.78,04:42,3.65,3.51,3.15,3.47,0,,Tanque,,,VMS 2,,,,,,,
02/01/2025 12:49,3,05:54,11.59,05:11,3.05,2.82,2.82,2.9,0,,Tanque,,,VMS 2,,,,,,,
02/01/2025 21:21,4,10:20,15.45,08:26,4.76,4.79,0.39,5.51,0,,Tanque,,,VMS 2,,,,,,,
03/01/2025 04:58,1,10:38,22.65,07:26,5.16,4.68,7.43,5.38,0,,Tanque,,,VMS 2,,,,,,,
03/01/2025 11:44,2,06:36,16.64,06:35,4.38,4.14,3.9,4.22,0,,Tanque,,,VMS 2,,,,,,,
03/01/2025 16:46,3,06:09,9.05,04:55,0.54,2.49,2.88,3.14,0,,Tanque,,,VMS 2,,,,,,,
03/01/2025 23:06,4,10:18,17.24,06:13,5.86,3.5,3.3,4.58,0,,Tanque,,,VMS 2,,,,,,,
04/01/2025 09:06,1,09:14,23.11,09:49,6.07,5.29,5.93,5.82,0,,Tanque,,,VMS 2,,,,,,,
04/01/2025 15:33,2,06:15,14.64,06:17,3.78,3.62,3.47,3.77,0,,Tanque,,,VMS 2,,,,,,,
05/01/2025 00:35,1,08:32,20.13,08:55,5.15,4.63,5.02,5.33,0,,Tanque,,,VMS 2,,,,,,,
05/01/2025 11:59,2,11:12,18.58,11:15,5.94,5.96,0,6.68,0,,Tanque,,,VMS 2,,,,,,,
05/01/2025 23:47,3,11:13,27.8,11:36,6.3,6.45,7.54,7.51,0,,Tanque,,,VMS 2,,,,,,,
06/01/2025 09:27,1,08:08,20.09,09:28,5.35,5.19,4.2,5.35,0,,Tanque,,,VMS 2,,,,,,,
07/01/2025 00:34,1,12:24,21.99,14:58,7.98,6.95,7.06,0,0,,Tanque,,,VMS 2,,,,,,,
07/01/2025 08:14,2,11:24,22.93,07:27,4.75,4.46,4.13,9.59,0,TD,Tanque,,,VMS 2,,,,,,,
07/01/2025 15:33,3,09:45,16.79,07:07,4.3,4.33,3.97,4.19,0,,Tanque,,,VMS 2,,,,,,,
08/01/2025 05:04,1,10:13,20.36,13:21,0,6.14,6.95,7.27,0,,Tanque,,,VMS 2,,,,,,,
08/01/2025 13:53,2,08:12,22.17,08:38,7.85,4.8,4.81,4.71,0,,Tanque,,,VMS 2,,,,,,,
08/01/2025 19:32,3,06:08,11.22,05:31,2.68,2.84,2.87,2.83,0,,Tanque,,,VMS 2,,,,,,,
09/01/2025 09:36,1,10:24,16.37,13:58,0,7.29,0,9.08,0,,Tanque,,,VMS 2,,,,,,,
09/01/2025 17:45,2,11:04,24.36,07:57,7.73,4.71,7.2,4.72,0,,Tanque,,,VMS 2,,,,,,,
10/01/2025 00:56,1,07:52,16.58,07:00,4.17,4.04,4.11,4.26,0,,Tanque,,,VMS 2,,,,,,,
10/01/2025 09:19,2,08:16,19.33,08:15,4.72,4.86,4.46,5.29,0,,Tanque,,,VMS 2,,,,,,,
10/01/2025 18:44,3,09:16,22.19,09:16,5.46,5.41,5.21,6.11,0,,Tanque,,,VMS 2,,,,,,,
11/01/2025 03:54,1,10:12,21.89,09:01,5.29,5.35,5.11,6.14,0,,Tanque,,,VMS 2,,,,,,,
11/01/2025 16:04,2,11:26,27.89,11:58,7.03,6.85,6.59,7.42,0,,Tanque,,,VMS 2,,,,,,,
12/01/2025 02:29,1,09:39,21.53,10:14,5.33,5.37,5.24,5.59,0,,Tanque,,,VMS 2,,,,,,,
12/01/2025 08:17,2,10:40,8.2,05:37,2.06,3.04,0,3.1,0,,Tanque,,,VMS 2,,,,,,,
13/01/2025 01:26,1,12:17,32.12,16:58,7.42,7.05,7.69,9.96,0,,Tanque,,,VMS 2,,,,,,,
13/01/2025 11:25,2,09:07,22.81,09:46,5.88,5.58,5.28,6.07,0,,Tanque,,,VMS 2,,,,,,,
13/01/2025 17:25,3,06:37,12.08,05:50,3.29,2.63,2.92,3.24,0,,Tanque,,,VMS 2,,,,,,,
14/01/2025 03:09,1,08:00,20.86,09:37,5.21,4.89,4.65,6.11,0,,Tanque,,,VMS 2,,,,,,,
14/01/2025 11:17,2,07:00,16.58,07:59,4.08,3.82,3.89,4.79,0,,Tanque,,,VMS 2,,,,,,,
14/01/2025 22:56,3,09:10,24.58,11:31,6.01,5.78,5.83,6.96,0,,Tanque,,,VMS 2,,,,,,,
15/01/2025 08:21,1,11:48,9.87,09:16,4.77,0,0,5.1,0,,Tanque,,,VMS 2,,,,,,,
15/01/2025 14:28,2,09:23,19.33,05:54,3.19,6.15,6.52,3.47,0,,Tanque,,,VMS 2,,,,,,,
15/01/2025 20:51,3,06:31,13.54,06:13,3.45,3.14,3.38,3.57,0,,Tanque,,,VMS 2,,,,,,,
16/01/2025 02:26,1,05:38,12.9,05:28,3.38,2.76,3.07,3.69,0,,Tanque,,,VMS 2,,,,,,,
16/01/2025 09:44,2,06:42,16.89,07:12,4.27,4.09,3.76,4.77,0,,Tanque,,,VMS 2,,,,,,,
16/01/2025 16:35,3,06:42,14.86,06:44,3.83,3.35,3.45,4.23,0,,Tanque,,,VMS 2,,,,,,,
17/01/2025 00:42,1,10:49,15.16,08:00,1.76,4.22,4.23,4.95,0,,Tanque,,,VMS 2,,,,,,,
17/01/2025 06:41,2,08:07,15.77,05:47,5.73,3.03,3.35,3.66,0,,Tanque,,,VMS 2,,,,,,,
17/01/2025 12:29,3,09:06,6.41,05:40,0,2.75,0,3.66,0,,Tanque,,,VMS 2,,,,,,,
18/01/2025 08:58,1,13:23,30.71,20:20,7.03,7,7.4,9.28,1,,Tanque,,,VMS 2,,,,,,,
18/01/2025 16:30,2,06:44,17.27,07:18,4.07,4.51,4.04,4.65,0,,Tanque,,,VMS 2,,,,,,,
19/01/2025 06:36,1,09:56,27.91,13:59,6.42,6.98,6.09,8.42,0,,Tanque,,,VMS 2,,,,,,,
19/01/2025 12:12,2,05:50,13.6,05:26,3.09,3.57,2.94,4,0,,Tanque,,,VMS 2,,,,,,,
19/01/2025 19:30,3,06:28,15.2,07:11,3.66,3.62,3.48,4.44,0,,Tanque,,,VMS 2,,,,,,,
20/01/2025 03:59,1,09:31,5.77,08:23,0,0,0,5.77,0,,Tanque,,,VMS 2,,,,,,,
20/01/2025 09:55,2,11:47,25.71,05:46,7.55,7.2,7.03,3.93,0,,Tanque,,,VMS 2,,,,,,,
21/01/2025 00:42,1,12:26,31.38,14:34,7.68,7.46,7.33,8.91,0,,Tanque,,,VMS 2,,,,,,,
21/01/2025 16:16,2,11:12,31.97,15:21,7.61,7.73,7.3,9.33,0,,Tanque,,,VMS 2,,,,,,,
21/01/2025 23:08,3,07:41,15.21,06:40,3.69,3.69,3.54,4.29,0,,Tanque,,,VMS 2,,,,,,,
22/01/2025 08:17,1,07:37,19.39,09:01,4.67,4.64,4.47,5.61,0,,Tanque,,,VMS 2,,,,,,,
22/01/2025 14:03,2,08:58,9.98,05:38,2.85,3.23,0,3.9,0,,Tanque,,,VMS 2,,,,,,,
23/01/2025 02:36,1,11:22,28.68,12:23,6.76,6.23,7.68,8.01,0,,Tanque,,,VMS 2,,,,,,,
23/01/2025 10:39,2,07:46,19.51,07:52,4.96,4.64,4.11,5.8,0,,Tanque,,,VMS 2,,,,,,,
23/01/2025 21:57,3,08:14,23.15,11:09,5.77,5.52,5.18,6.68,0,,Tanque,,,VMS 2,,,,,,,
24/01/2025 09:25,1,08:03,24.07,11:19,6.04,5.65,5.58,6.8,0,,Tanque,,,VMS 2,,,,,,,
24/01/2025 19:31,2,08:03,22.55,09:57,5.67,5.39,5.3,6.19,0,,Tanque,,,VMS 2,,,,,,,
25/01/2025 01:07,1,06:05,12.16,05:28,3.2,3.16,2.8,3,0,,Tanque,,,VMS 2,,,,,,,
25/01/2025 10:15,2,07:37,20.05,09:01,4.99,4.88,4.6,5.58,0,,Tanque,,,VMS 2,,,,,,,
25/01/2025 18:11,3,06:56,18.21,07:48,4.31,4.48,4.19,5.23,0,,Tanque,,,VMS 2,,,,,,,
26/01/2025 01:25,1,06:34,15.14,07:06,3.76,3.5,3.56,4.32,0,,Tanque,,,VMS 2,,,,,,,
26/01/2025 17:14,2,23:03,29.74,15:43,7.27,6.96,6.96,8.55,0,,Tanque,,,VMS 2,,,,,,,
27/01/2025 03:56,1,13:32,24.8,10:19,6.41,5.75,5.7,6.94,0,,Tanque,,,VMS 2,,,,,,,
27/01/2025 12:42,2,07:46,20.76,08:31,5.02,5.08,4.63,6.03,0,,Tanque,,,VMS 2,,,,,,,
27/01/2025 19:17,3,05:19,12.44,06:27,3.11,2.89,2.86,3.58,0,,Tanque,,,VMS 2,,,,,,,
28/01/2025 00:17,1,06:03,10.55,04:54,2.64,2.45,2.44,3.02,0,,Tanque,,,VMS 2,,,,,,,
28/01/2025 07:22,2,06:58,16.27,06:58,3.98,3.69,3.92,4.68,0,,Tanque,,,VMS 2,,,,,,,
28/01/2025 16:26,3,07:35,19.84,08:57,4.94,4.52,4.67,5.71,0,,Tanque,,,VMS 2,,,,,,,
29/01/2025 07:19,1,09:52,25.97,14:45,6.76,4.2,6.66,8.35,0,,Tanque,,,VMS 2,,,,,,,
29/01/2025 13:55,2,06:32,14.54,06:25,3.83,3.54,3.32,3.85,0,,Tanque,,,VMS 2,,,,,,,
30/01/2025 00:50,1,09:51,23.4,10:48,5.93,4.84,5.7,6.93,0,,Tanque,,,VMS 2,,,,,,,
30/01/2025 06:47,2,06:56,14.14,05:47,3.53,3.36,3.29,3.96,0,,Tanque,,,VMS 2,,,,,,,
30/01/2025 11:18,3,05:51,10.58,04:24,2.67,2.53,2.39,2.99,0,,Tanque,,,VMS 2,,,,,,,
30/01/2025 18:35,4,07:31,17.36,07:10,4.33,4.1,4.04,4.89,0,,Tanque,,,VMS 2,,,,,,,
31/01/2025 02:19,1,07:52,18.09,07:37,4.56,4.39,4.22,4.92,0,,Tanque,,,VMS 2,,,,,,,
31/01/2025 10:10,2,07:38,17.12,07:42,4.29,4.08,4.24,4.51,0,,Tanque,,,VMS 2,,,,,,,
31/01/2025 16:19,3,06:21,13.98,06:01,3.6,3.39,3.26,3.73,0,,Tanque,,,VMS 2,,,,,,,
01/02/2025 01:09,1,08:42,20.09,08:44,5.07,4.79,4.72,5.51,0,,Tanque,,,VMS 2,,,,,,,
01/02/2025 07:36,2,07:39,14.03,06:18,3.57,3.36,3.18,3.92,0,,Tanque,,,VMS 2,,,,,,,
01/02/2025 15:44,3,07:51,17.34,07:59,4.1,4.14,4.02,5.08,0,,Tanque,,,VMS 2,,,,,,,
01/02/2025 22:06,4,06:16,13.99,06:14,3.74,3.31,3.2,3.74,0,,Tanque,,,VMS 2,,,,,,,
02/02/2025 03:32,1,06:02,12.72,05:20,3.26,2.98,2.96,3.52,0,,Tanque,,,VMS 2,,,,,,,
02/02/2025 08:27,2,06:31,11.07,04:48,2.94,2.55,2.69,2.89,0,,Tanque,,,VMS 2,,,,,,,
02/02/2025 14:55,3,06:42,13.2,06:20,3.3,2.91,3.07,3.92,0,,Tanque,,,VMS 2,,,,,,,
03/02/2025 02:47,1,10:35,24.48,11:44,6.28,5.47,5.85,6.88,0,,Tanque,,,VMS 2,,,,,,,
03/02/2025 08:24,2,07:44,7.75,05:26,2.59,2.48,0,2.68,0,,Tanque,,,VMS 2,,,,,,,
03/02/2025 16:43,3,09:55,19.91,08:11,4.46,4.01,6.22,5.22,0,,Tanque,,,VMS 2,,,,,,,
04/02/2025 02:17,1,07:44,19.08,09:24,4.73,4.35,4.53,5.47,0,,Tanque,,,VMS 2,,,,,,,
04/02/2025 14:31,2,11:07,25.28,12:05,6.37,5.84,5.6,7.47,0,,Tanque,,,VMS 2,,,,,,,
05/02/2025 00:30,1,08:52,22.17,09:48,5.13,5.33,5.35,6.36,0,,Tanque,,,VMS 2,,,,,,,
05/02/2025 08:59,2,07:03,16.49,08:19,4.13,3.86,3.7,4.8,0,,Tanque,,,VMS 2,,,,,,,
05/02/2025 15:37,3,06:14,14.17,06:30,3.59,3.2,3.2,4.18,0,,Tanque,,,VMS 2,,,,,,,
06/02/2025 01:11,1,09:35,20.76,09:27,5.08,4.81,4.74,6.13,0,,Tanque,,,VMS 2,,,,,,,
06/02/2025 08:30,2,07:09,16.05,07:09,3.95,3.75,3.71,4.64,0,,Tanque,,,VMS 2,,,,,,,
06/02/2025 18:44,3,09:02,23.62,10:06,5.75,5.67,5.41,6.79,0,,Tanque,,,VMS 2,,,,,,,
07/02/2025 08:22,1,16:18,5.59,13:28,5.59,0,0,0,0,,Tanque,,,VMS 2,,,,,,,
07/02/2025 14:32,2,11:37,29.52,05:54,4.92,7.22,7.67,9.71,0,,Tanque,,,VMS 2,,,,,,,
08/02/2025 00:01,1,08:02,22.2,09:17,5.8,4.61,5.56,6.23,0,,Tanque,,,VMS 2,,,,,,,
08/02/2025 08:51,2,06:59,18.67,08:41,4.98,4.47,4.2,5.02,0,,Tanque,,,VMS 2,,,,,,,
08/02/2025 18:46,3,09:07,21.73,09:47,5.71,5.12,5.08,5.82,0,,Tanque,,,VMS 2,,,,,,,
09/02/2025 02:21,1,06:34,15.99,07:26,4.01,3.87,3.57,4.54,0,,Tanque,,,VMS 2,,,,,,,
09/02/2025 09:51,2,06:32,15.67,07:22,4.04,3.63,3.6,4.4,0,,Tanque,,,VMS 2,,,,,,,
09/02/2025 22:18,3,09:41,27.78,12:20,7.11,6.23,6.52,7.92,0,,Tanque,,,VMS 2,,,,,,,
10/02/2025 07:27,1,06:40,19.37,08:59,4.73,4.75,4.34,5.55,0,,Tanque,,,VMS 2,,,,,,,
10/02/2025 16:59,2,07:23,21.75,09:25,5.39,5.2,5.01,6.15,0,,Tanque,,,VMS 2,,,,,,,
11/02/2025 07:25,1,10:49,27.45,14:19,7.65,6.95,6.95,5.9,0,,Tanque,,,VMS 2,,,,,,,
11/02/2025 18:21,2,10:55,26.93,10:44,6.06,5.71,5.62,9.54,0,,Tanque,,,VMS 2,,,,,,,
12/02/2025 01:21,1,06:18,15.15,06:49,3.78,3.68,3.52,4.17,0,,Tanque,,,VMS 2,,,,,,,
12/02/2025 11:16,2,07:33,21.73,09:48,5.34,5.23,5.2,5.96,0,,Tanque,,,VMS 2,,,,,,,
12/02/2025 18:49,3,06:26,17.75,07:25,4.44,4.28,3.94,5.09,0,,Tanque,,,VMS 2,,,,,,,
13/02/2025 00:24,1,05:36,11.85,05:28,2.94,2.82,2.78,3.31,0,,Tanque,,,VMS 2,,,,,,,
13/02/2025 12:27,2,11:11,25.77,11:57,6.6,5.97,5.99,7.21,0,,Tanque,,,VMS 2,,,,,,,
13/02/2025 19:36,3,06:42,15.56,06:57,3.79,3.56,3.69,4.52,0,,Tanque,,,VMS 2,,,,,,,
14/02/2025 10:41,1,11:38,31.59,14:58,7.48,7.49,7.19,9.43,0,TD,Tanque,,,VMS 2,,,,,,,
14/02/2025 18:07,2,06:49,15.31,07:15,3.9,3.71,3.56,4.14,0,,Tanque,,,VMS 2,,,,,,,
15/02/2025 09:11,1,11:27,28.65,14:57,6.67,7.2,6.31,8.47,0,,Tanque,,,VMS 2,,,,,,,
15/02/2025 16:44,2,06:33,15.66,07:20,3.89,3.74,3.59,4.44,0,,Tanque,,,VMS 2,,,,,,,
16/02/2025 06:09,1,10:15,27.46,13:19,6.65,6.75,6.51,7.55,0,,Tanque,,,VMS 2,,,,,,,
16/02/2025 10:44,2,05:21,9.63,04:24,2.52,2.18,2.21,2.72,0,,Tanque,,,VMS 2,,,,,,,
16/02/2025 18:40,3,06:36,15.14,07:50,3.95,3.74,3.56,3.89,0,,Tanque,,,VMS 2,,,,,,,
17/02/2025 01:56,1,09:10,10.09,07:09,0,3.25,3.27,3.57,0,,Tanque,,,VMS 2,,,,,,,
17/02/2025 10:08,2,10:28,18.33,08:01,3.91,3.63,6.44,4.35,0,,Tanque,,,VMS 2,,,,,,,
17/02/2025 18:40,3,06:48,14.61,08:21,3.76,3.64,3.47,3.74,0,,Tanque,,,VMS 2,,,,,,,
18/02/2025 00:18,1,06:07,10.26,05:31,2.8,2.44,2.37,2.65,0,,Tanque,,,VMS 2,,,,,,,
18/02/2025 10:10,2,07:52,21.46,09:45,5.22,5.15,4.99,6.1,0,,Tanque,,,VMS 2,,,,,,,
18/02/2025 16:15,3,05:46,13.17,05:57,3.34,3.01,2.99,3.83,0,,Tanque,,,VMS 2,,,,,,,
19/02/2025 00:35,1,08:06,18.33,08:14,4.66,4.24,4.3,5.13,0,,Tanque,,,VMS 2,,,,,,,
19/02/2025 09:24,2,07:52,19.82,08:40,5.06,4.83,4.64,5.29,0,,Tanque,,,VMS 2,,,,,,,
19/02/2025 19:31,3,08:46,19.43,09:59,4.97,4.59,4.63,5.24,0,,Tanque,,,VMS 2,,,,,,,
20/02/2025 02:10,1,06:58,14.04,06:29,3.74,3.39,3.42,3.49,0,,Tanque,,,VMS 2,,,,,,,
20/02/2025 10:34,2,06:33,17.58,08:16,4.7,4.27,4.2,4.41,0,,Tanque,,,VMS 2,,,,,,,
20/02/2025 16:20,3,05:31,10.65,05:39,2.77,2.61,2.57,2.7,0,,Tanque,,,VMS 2,,,,,,,
